FID,osmid,y,x,highway,street_cou,ref
0,25248785.000000000000000,39.906272100000002,116.389440699999994,traffic_signals,3.000000000000000, 
1,25248786.000000000000000,39.906393999999999,116.393070300000005,traffic_signals,3.000000000000000, 
2,25248787.000000000000000,39.906522199999998,116.397096199999993,traffic_signals,4.000000000000000, 
3,25248790.000000000000000,39.898750200000002,116.389815799999994,traffic_signals,5.000000000000000, 
4,25248791.000000000000000,39.898871600000000,116.393460899999994,traffic_signals,4.000000000000000, 
5,25585055.000000000000000,39.901986899999997,116.385578199999998, ,3.000000000000000, 
6,25585082.000000000000000,39.898975100000001,116.385562199999995,traffic_signals,4.000000000000000, 
7,25585083.000000000000000,39.899002600000003,116.386792299999996, ,3.000000000000000, 
8,25585092.000000000000000,39.898860499999998,116.381861900000004, ,3.000000000000000, 
9,25585093.000000000000000,39.898747399999998,116.377991800000004,traffic_signals,5.000000000000000, 
10,25585099.000000000000000,39.905851599999998,116.376659300000000,traffic_signals,4.000000000000000, 
11,25585116.000000000000000,39.900543599999999,116.377850300000006, ,3.000000000000000, 
12,25585122.000000000000000,39.902939500000002,116.377763299999998, ,3.000000000000000, 
13,25585141.000000000000000,39.900629000000002,116.381755799999993, ,3.000000000000000, 
14,26535390.000000000000000,39.906607399999999,116.400407299999998,traffic_signals,5.000000000000000, 
15,26535594.000000000000000,39.906946800000000,116.411721799999995,traffic_signals,4.000000000000000, 
16,26535595.000000000000000,39.906758099999998,116.405278800000005,traffic_signals,4.000000000000000, 
17,26535596.000000000000000,39.904830400000002,116.411832899999993,traffic_signals,4.000000000000000, 
18,27484724.000000000000000,39.909692700000001,116.319298200000006, ,3.000000000000000, 
19,27484727.000000000000000,39.909811099999999,116.328523399999995, ,3.000000000000000, 
20,27484729.000000000000000,39.963858799999997,116.347152699999995, ,3.000000000000000, 
21,27484730.000000000000000,39.967117899999998,116.347306700000004, ,3.000000000000000, 
22,27484736.000000000000000,39.966728000000003,116.363869500000007,traffic_signals,4.000000000000000, 
23,27484993.000000000000000,39.906214900000002,116.315387000000001,traffic_signals,4.000000000000000, 
24,27484994.000000000000000,39.906216399999998,116.315071200000006,traffic_signals,4.000000000000000, 
25,27484999.000000000000000,39.906255799999997,116.310705900000002,traffic_signals,4.000000000000000, 
26,27485058.000000000000000,39.909632899999998,116.322794599999995, ,3.000000000000000, 
27,27486094.000000000000000,39.966263900000001,116.363909199999995,traffic_signals,4.000000000000000, 
28,27547590.000000000000000,39.916902700000001,116.328508499999998,traffic_signals,5.000000000000000, 
29,27547596.000000000000000,39.917048600000001,116.338829500000003,traffic_signals,4.000000000000000, 
30,27547600.000000000000000,39.917061799999999,116.347176899999994,traffic_signals,4.000000000000000, 
31,27547614.000000000000000,39.927742899999998,116.349922899999996,motorway_junction,3.000000000000000,31
32,27547627.000000000000000,39.940268699999997,116.349374100000006, ,3.000000000000000, 
33,27547644.000000000000000,39.947685200000002,116.350145800000007, ,3.000000000000000, 
34,27547648.000000000000000,39.954292899999999,116.349021399999998, ,3.000000000000000, 
35,27547653.000000000000000,39.959911699999999,116.348812699999996, ,3.000000000000000, 
36,30993511.000000000000000,39.993712000000002,116.410291400000006, ,4.000000000000000, 
37,30993514.000000000000000,39.993353499999998,116.394578699999997,traffic_signals,5.000000000000000, 
38,30993516.000000000000000,39.992093500000003,116.397172999999995, ,4.000000000000000, 
39,30993521.000000000000000,39.990843099999999,116.399137899999999, ,3.000000000000000, 
40,30993536.000000000000000,39.988512399999998,116.394698000000005,traffic_signals,4.000000000000000, 
41,30993546.000000000000000,39.993253500000002,116.397188600000007, ,3.000000000000000, 
42,30993549.000000000000000,39.988698399999997,116.397208199999994, ,3.000000000000000, 
43,30993612.000000000000000,39.987013599999997,116.404069399999997, ,3.000000000000000, 
